rating,tanggal,ulasan,sentimen,,label
4,2 tahun lalu,"Dari jaman kuliah sampe skrg punya anak selalu belanja kesini tiap bulan nya, so far so good hanya saja hari ini saya mendapati sesuatu yg sangat disayangkan, dimana harus nya jika karyawan,security, ataupun petugas parkir menemukan sesuatu baik bentuk barang apapun sekalipun itu balon jerapah dan jika bukan milik para petugas mbok ya tolong dititipkan ke petugas yg jaga jgn malah di hak miliki, dan ketika yg punya nyari bukan malahh disuruh nunggu lama dan malah menawarkan uang ganti, tdk masalah tentang berapa harga barangnya tapi itu bukan hak kalian, tolong di perbaiki lgi kesadatan dan kejujuran bekerjanya.",negatif,,0
4,Diedit 3 tahun lalu,"Tempat belanja keluarga yg lengkap. Dg fasilitas yg memadai....playground,parkir luas &gratis, betah berlama lama disini karna ada masjid yg lumayan besar.....dan tak khawatir lapar karna banyak sekali pilihan menu di area ini....dr jajanan sampe makan berat👍",positif,,2
5,Diedit 6 tahun lalu,"Tempatnya luas, nyaman, lengkap dan suasananya Islami bgt.",positif,,2
5,5 tahun lalu,"Lengkap banget. Buah, sayur, daging, ikan, frozen food, semua ada!
Parkirnya luas, gratis lagi. Ada food courtnya juga, tempat bermain anak2, we pokoe all in one!
Yuk sering2 belanja di sini :)
Yg punya muslim juga, masya Allah.",positif,,2
5,4 tahun lalu,"Lengkap, harga relatif terjangkau, ada Timezone, mobil2 an buat anak2, bisa wisata kuliner disini, yang paling penting ada masjid besar buat ibadah sholat,  nyaman deh pokoknya, semoga laris terus. Amin.",positif,,2
5,2 tahun lalu,"Tempat belanja nyaman, pelayanan bagus, komplain ditangani dengan cepat dan solutif.

Minggu, 3 Des 2023 sekitar jam 10 pagi ada lapor di bagian CS (deket pintu masuk) soal uang yg tertelan di mesin minuman halaman depan. Walaupun nilainya sepele cuma Rp.5.000,- tapi ditanggapi dengan ramah. Sekitar 5 menit, komplain sudah dapat diselesaikan. CS (ibu-ibu) melayani dengan cepat dan solutif. Beruntung Goro Assallaam punya pegawai-pegawai yg kredibel seperti itu. Terimakasih, semoga Goro Assallaa sukses selalu.",positif,,2
5,2 tahun lalu,"Tempat belanja dan sekaligus kuliner yg mantab...

Ada banyak event.. ini pas ada IMEx 2024.. Indonesia Muslim Expo.. ada booth umrah haji juga ..  eehh.. ada booth nya lima tour umrah haji.. banyak diskon pasti nya... 😍😍😍",positif,,2
3,5 tahun lalu,"Lumayan komplit item yg dijual
Parkiran juga lumayan luas
Cuma di shelter jajanan depan lobby kurang pas lokasinya
Kita mau jajan disitu tdk ada tempat duduknya dan terlalu mepet dgn akses jalan keluar kendaraan",netral,,1
4,7 tahun lalu,"Bersih dan harganya juga bersaing, sayangnya ACnya kurang dingin",positif,,2
5,3 tahun lalu,"Lengkap, luas, kasir banyak dan parkir gratis",positif,,2
5,Diedit 3 tahun lalu,"Tokonya lengkap menyediakan berbagai macam bahan kebutuhan rumah tangga, ada area bermainnya, tempat parkir luas dan gratis, masjidnya luas dan bersih, pramuniaganya ramah- ramah, aneka makanan ringan sampe berat juga tersedia",positif,,2
1,4 bulan lalu,Tidak dicek dlu rugi saya,negatif,,0
5,4 tahun lalu,"Setiap ke sukoharjo selalu mampir ke sini. Belanja keperluan rumah tangga, alat tulis, makanan, buah-buahan atau mau cari Pakaian, buku2,  kulineran juga ada.  Kadang suka ada bazar, harga terjangkau. Recommended.

Halaman parkir luas, ada masjidnya bersih dan nyaman.",positif,,2
5,4 tahun lalu,"Favorit sih belanja di sini. Parkir luas, sering ada book fair dan bazar berbagai macem, dan ada masjid yg gede jg. Sekarang semakin banyak stand jajanan di luar bahkan di dalam. Jd kalo abis belanja tiba2 laper/haus jd bs mampir dulu tanpa harus keluar.",positif,,2
5,5 tahun lalu,"Parkiran luas...
Tempat belanja jg luas...
Tapi rasanya penerangan didalam gedung kurang cetarr... kurang teraaaang maksimal (menurut saya) utk yg di shelter buah dan sayur terang banget.
Harga ga jauh beda sama supermarket lain.
Lokasinya strategis pinggir jalan besar utama.",positif,,2
5,7 tahun lalu,"Luas. Harga terjangkau. Ada pamerannya fashion dan buku tiap 3 bln s x. Ada berkuda, food court. T4 luas bgt. Parkir gratis. Rekomended untuk belanja dan refreshing bersama keluarga",positif,,2
5,4 tahun lalu,"Tempat belanja terluas.  Tersedia tempat parkir motor yg teduh. Ada area food court di dalam & di luar gedung utama.  Ada Masjid yg luas yg setiap ahad di gunakan untuk pengajian.  Ada tempat berkuda.  Kadang juga ada lomba buat kicau mania. Terdapat ATM mandiri, atm permata bank,  ATM bukopin,  & terdapat bank BMT. Ada barbershop juga di depan area food court.  Ada Fun Kids (seperti timezone). Ada Kursi pijat juga.  Banyak terdapat stand.  Mulai dari busana Muslim, kerajinan UMKM Solo,  alat olahraga,  furniture,  make up,  alat tulis,  apotek,  buah & sayur, Showroom Mobil Secondhand,  Stand Mobil,  baju,  sendal,  stand buku Islami & Alqur'an. Bayarnya pun bisa pakai e-Payment.",positif,,2
3,Diedit 7 tahun lalu,"Cukup lengkap tapi masih kurang....
Supermarket besar Ex Goro Assalaam (Join ex Goro dan PPMI Assalaam) sudah cukup tua / berdiri cukup di soloraya. Lumayan lngkap dan bernuansa lebih islami karena berafiliasi dengan pesantren assalam, ada masjid besar, foodcourt, permainan anak2, parkiran luas dan gratis.
Harga barang nya cukup murah, ada mamber khusus untuk diskon kalo mau di jual kembali. Parkiranya luas Masjidnya gedhe banget. Ada taman bermainya. Biasa buat belanja mebel
Menurut saya perlu dimake up lg dibeberapa sisi bangunan juga penataan counter pedagang seharusnya bisa lebih baik dan rapi lagi. Overall OK!",positif,,2
5,7 tahun lalu,"Tempat belanjan kebutuhan sehari-hari yang relatif lengkap dengan harga bersahabat. Ada masjid, ada kantin, tempat parkir luas. Toilet terjaga kebersihannya. Ada game station juga, sehingga apabila belanja dengan anak, bisa sekalian mengajak mereka main.",positif,,2
5,5 tahun lalu,"Anak-anak kampus sekitar sering nyebutnya ""kuy ke Goro Assalaam"". Tempat belanja yang berkahnya MasyaaAllah. Walaupun di tengah pandemi gini Alhamdulillah rame terus. Mereka juga sering ngadain bazar, mau jajanan juga ada tenang udah baris rapih kok.

Yang paling suka banget di sini itu karena ada Masjidnya :). Kangen kajian di sini :')

Untuk parkir aman guys, InsyaaAllah. Ada petugas parkir yang setia ngejagain. Parkirannya lu to the as LUASSS. khusus mobil ada, khusus motor tentunya ada juga. Parkirnya FREE :) Ngga ketinggalan nya juga ada atm ya di sini. Enjoy guys",positif,,2
4,5 tahun lalu,Sekarang t4nya lebih bagus. Byk gantungan di atap nya. Byk kuliner stand juga. Byk pilihannya,positif,,2
5,8 tahun lalu,"Lengkap banget,  Masjid besar,  food court,  parkir,  smuanya ada dan luas",positif,,2
5,7 tahun lalu,"tempat yang luas, nyaman, lengkap dengan segala macam kebutuhan sehari-hari dan tentunya dengan harga yang murah.. di tempat ini juga tersedia masjid yang besar, bersih dan nyaman, ada juga area bermain untuk anak-anak, area berkuda, dan tak lupa tatkala kita lapar tentu saja ada foodcourt yg memanjakan lidah kita",positif,,2
2,2 tahun lalu,"Parkiran sama pintu masuk jauh dan tidak nyaman, smoga kedepanya bisa di pikirkan lagi untuk parkir dan pintu akses masuk agar lebih nyaman dan mamudahkan pembeli",negatif,,0
5,8 tahun lalu,"Parkir luas dan gratis, tersedia berbagai macam kebutuhan sehari-hari. Tersedia juga berbagai macam produk islami sepertu gamis, baju koko, dan lain-lain. Selain itu ada taman bermain untuk anak-anak. Tempat ini juga sering dijadikan tempat pameran buku-buku islam, property syariah, dan pameran islami lainnya. Masjidnya pun besar dan nyaman.",positif,,2
5,7 tahun lalu,"Tempat belanja, makan, dan jalan2 yang asyik. Gedung utama berisi pusat perbelanjaan, permainan, dll. Terdapat masjid yang besar dengan parkiran yang luas dan tentunya gratis. Disekitar bangunan utama terdapat food garden yang berisi berbagai macam hidangan yang murah dan halal.
Cocok untuk rest area saat mudik atau perjalanan jauh.",positif,,2
5,7 tahun lalu,"Tempat strategis.
Parkir luas&gratis.
Masjid besar.
Arena permainannya murah,satu koin=Rp.1.000,00,ddpn hipermartnya jg ada penyewaan mobil aki,scooter&otoped.Rp.10.000,00/15 menit.
Harga2 di hypermartnya terjangkau.
Harga2 baju2 di stand jg murah2.
Sering ada event2.
Ada jajanan2 di sepanjang dpn pintu masuk,ada ami bakery jg (aneka kue,ada jg gudeng kaleng+sambel goreng kaleng disini).
Ada food court jg disisi sebelah barat.
Ada arena berkuda.
Barber shop.
Ada  stand soloflossroll jg di samping pintu masuk hypermart.
Atm bersama jg disini,jd ga usah khawatir klo kehabisan uang.",positif,,2
4,3 tahun lalu,"assalam hypermart yang terletak di jl ahmad yani No 308 pabelan kartosuro sukoharjo jawa tengah, lengkap pilihan produk dan merek nya",positif,,2
5,7 tahun lalu,"Hypermarket yang cukup lengkap dan nyaman, lokasi yang strategis di pinggir jalan utama solo semarang. Belanja keperluan sehari hari maupun bulanan serta bakulan bisa terpenuhi disini. 2 tempat Arena bermain anak dan keluarga, tersedia pujasera di areal parkir, untuk mengobati rasa lapar dan haus, tersedia Barbershop buat pengunjung yg ingin tampil trendy masa kini, tersedia jasa cuci kendaraan, showroom jual beli mobil, ada arena berkuda serta panahan, Toilet bersih serta GRATIS dan yg pasti tersedia juga Masjid ,buat pengunjung yg akan beribadah. Kurang apalagi coba.....Ndang cuss rene",positif,,2
5,4 tahun lalu,"Tempat berbelanja yang nyaman. Puas. Harga terjangkau.
Recomended",positif,,2
5,Diedit 3 tahun lalu,"Cocok untuk berbelanja mingguan atau bulanan, harga terjangkau, suasana tempat sangat nyaman, banyak sekali pilihan berbelanja dari kebutuhan sehari-hari, kebutuhan rumah tangga, buah sayuran serta pakaian dan alamt ibadah juga tersedia. Tidak hanya itu Assalaam Hypermarket juga memiliki parkiran yang luas serta gratis.",positif,,2
5,7 tahun lalu,Lumayan dekat dengan jalan raya umum sehingga mudah dijangkau dan harga lumayan ekonomis,positif,,2
5,5 tahun lalu,"Serba luas dan nyaman, dari tempat parkir, market, masjid dan foodcornernya. Barang lengkap. Petugasnya ramah² dan sangat membantu. Sering ke sini kl pas ada pameran buku. Sayang ini masih pandemi, pameran off.",positif,,2
4,7 tahun lalu,"Kalo kesini seringnya pas ada pameran buku dan fashion, untuk fashion lumayan banyak tapi menurutku untuk pameran buku semakin kesini makin dikit lapak e... Tapi rutin ada pameran sih. Tempat bersih nyaman. Parkir gratis. Bisa sekalian belanja sabun mandi dan lain-lain kebutuhan pokkk",positif,,2
4,6 tahun lalu,Lokasi sangat dekat dengan jalan besar. Tempat parkir sangat luas. Dekat dengan masjid yang bersih dan bagus. Mukenah juga tersedia cukup. Hypermarket yang lumayan lengkap. Didepan terdapat penjual makanan. Para staff juga ramah dan sabar jika ditanyai oleh pembeli. Mudah untuk mencari barang2 yang dibutuhkan. Untuk harga2 mohon diperjelas lagi. Buah2 annya juga segar dan lumayan banyak jenisnya.,positif,,2
5,Diedit 7 tahun lalu,Lokasi strategis mudah dicari. Kalo pas belanja udah masuk waktu sholat ada masjid di bagian depan. Banyak jajanan di area depan sebelum masuk storenya. Di sediakan foodcourt dengan aneka macam menu yg berlokasi sebelum parkiran motor. Ada juga beberapa stand baju muslim di dalamnya. Beberapa bulan sekali rutin ada bookfair dan moslem fair.,positif,,2
5,4 tahun lalu,"Tempat berbelanja yang lengkap dan cukup nyaman sambil jalan jalan bersama keluarga. Tersedia juga makanan beraneka ragam. Parkir cukup luas, dan lokasi yg sangat mudah dijangkau",positif,,2
1,3 tahun lalu,"Jangan pernah singgah pesan nasi goreng di mom milk goro assalam. Tidak antri saja nunggu nya hampir 1 jam, salah penyajian dan rasa ga karuan. Kapok banget, cukup sekali pesan makanan di mom milk goro assalam.",negatif,,0
5,4 tahun lalu,"Belanja ecer harga grosir ya disini. Komplit mulai dari peratan rumah tangga, kebutuhan pokok, ikan segar, dan alat tukang juga ada. Area parkir luas dan gratis. Ada masjid juga",positif,,2
5,6 tahun lalu,"Tempat belanja mal lengkap bernuansa islami di surakarta. Masjidnya besar jamaahnya ramai, imamnya bagus. Parkir luas gratis... Tempat maen anak, Food court dan tempat selter jajanannya banyak, ada rocket chicken juga sekarang. Sering diadakan pameran dan event bernuansa islami",positif,,2
5,4 tahun lalu,"Assalaam Hypermart (yang saat saya masih kecil bernama Goro Assalaam) yang terletak di jalan Ahmad Yani (jalan raya Kartasura-Solo) ini sudah lama berdiri, sejak saya masih kelas 3 SD. Dan saat ini usia saya sudah 32 tahun.
Banyak sekali perubahan yang terjadi di pusat oerbelanjaan ini. Masjid yang sekarang ini sudah berubah menjadi masjid yang besar, bahkan bisa saya katakan sekelas dengan masjid raya. Nyaman sekali untuk beribadah, jadi saat kita berbelanja disini dan sudah tiba saat nya sholat, kita tinggal datang saja di masjid ini. Masjidnya sangat bersih dan sangat terawat sekali. Antara jamaah putra dan putri sudah terpisah.

Sekarang juga sudah ada area kulinernya juga lho. Kalau lapar tonggal datang saja di area kuliner yang berada di sebelah kanan dari bangunan utama Assalaam Hypermart ini.

Didepan bangunan utamanya ada beberapa area penjual makanan kecil yang tertata dengan rapi, seperti penjual Goklat, Tempe Mendoan Jumbo, Sosis bakar, es teh, dan lain lain.

Ada tempat untuk wisata naik kuda juga lho dibagian belakang, setelah tempat parkir sepeda motor.

Setiap tiga bulan sekali di Assalaam Hypermart insya Allah selalu diadakan bazar buku dan bazar islami. Kalau sedang bazar, saya suka sekali datang kesini karena buku buku yang dijual bervariasi dan murah meriah. Juga banyak sekali busana busana muslim yang murah juga tentunya.

O iya kalau mau menjadi member, gratis kok, nanti akan diberikan member card, dan pastinya ada promo promo seru bila menjadi member di Assalaam Hypermart.

Pokoknya cocok untuk keluarga, sekedar jalan jalan ataupun berbelanja barang kebutuhan yang banyak. Recomended bangat deh.",positif,,2
4,7 tahun lalu,"Luas, tempat parkir luas, nyaman berbelanja, ada kids fun & fun city buat bermain anak2, food court banyak pilihan, banyak gerai busana muslim, sering ada pameran buku. Harga barang2 lebig terjangkau daripada mall disekitar",positif,,2
5,Diedit 6 tahun lalu,"Tempat belanja kebutuhan sehari-hari yang nyaman. Cocok buat Grosir & Eceran. Tempat yang sangat luas, cocok untuk belanja keluarga. Terdapat banyak fasilitas bermain untuk anak, ruang laktasi (meyusui), parkir gratis luas dan aman, toilet gratis, foodcourt & shelter aneka jajanan juga lengkap. Satu-satunya Swalayan di wilayah Surakarta yang memiliki masjid yang megah dan sangat memperhatikan fasilitas & kenyamanan konsumen saat berbelanja. Tempat belanja yang sangat nyaman & mengesankan.",positif,,2
5,5 tahun lalu,"Supermarket yang cukup lengkap. Dari peralatan rumah tangga hingga kelontong. Makanan, sayur dan buah segar juga tersedia. Bahkan juga ikan. Di bagian depan, terdapat kios UKM dengan berbagai macam produk pakaian muslim/muslimah. Juga ada stand makanan di bagian gerbang depan. Parkir luas dan gratis. Ada juga cuci mobil motor di bag parkir motor.",positif,,2
5,Diedit 6 tahun lalu,"Supermarket yg lengkap, untuk tempat membeli sayur/ buah di belakang, lengkap ada supermarketnya, di depan juga banyak yang jualan, ada makanan, minuman, warung makan juga ada.
Parkir nya luas, untuk mobil di depan, sedangkan motor di belakang.
Dekat dengan masjid, jadi kalo sudah waktu nya sholat bisa ke situ.
Pelayanan juga ramah, jual perlengkapan sekolah juga.
Sipp, cocok untuk belanja.",positif,,2
5,7 tahun lalu,"Letaknya sangat strategis, bebas biaya parkir dan aman buat parkir, untuk orang yang memakai kursi roda bisa masuk ke hypermat karena ada akses jalan yg bisa dilewati, barang2 kebutuhan rumah tangga sanat lengkap.",positif,,2
5,4 tahun lalu,"Tempat parkir luas n gratisss, ada masjidnya jadi lalo yg pengen sholat lima waktu ga perlu nyari masjid karena udah ada masjidnya. Kuliner banyak",positif,,2
4,7 tahun lalu,Di sini sebenarnya saya cuma mampir Sholat sebentar... Karena ada Masjid di lingkungan Goro Assalam,netral,,1
5,8 tahun lalu,Barang2nya sangat komplit.. Luas... Dan tempatnya nyaman 😍😍👍👍,positif,,2
5,4 tahun lalu,"Ini swalayan bersih bgt... Jarak antara gondola satu dgn yg lain itu agak jauh jd klo tiap lebaran kan rame tuh... Nah ini gk ada kata² sumpek, empet²an... Soalnya ya gt kan display nya pake forklip jd ya harus lebar jalannya... Untuk stok barang grocery melimpah ya... Tp trkadang jg ada yg kosong. Foodcourt yg didepanbitu lngkap jg jajanan2 gt... Ada area game jg... Seru lah...",positif,,2
5,4 tahun lalu,"Salah satu pusat perbelanjaan terbesar & terlengkap di daerah Kartasura.
Segala kebutuhan rumah tangga kita pasti terpenuhi di sini. Harganya juga standart.
Di sini foodcourtnya ada diluar dari bangunan utamanya. Jadi dibuat seperti pujasera. Tinggal pilih menu makanan yang diinginkan.
Selain itu, ada juga pusat jual beli mobkas. Tempatnya dibagian parkiran. Disediakan masjid yang cukup besar, bagi yang ingin sholat.
Parkirannya juga sangat luas.",positif,,2
4,3 tahun lalu,"Di permainan yang paling depan panas bgt, AC nya ga berfungsi atau gimana ? pas main kesana hari biasa aja panasnya apalagi kalo pas weekend,, padahal sering banget kesana ,kasian customer yg lain",negatif,,0
5,8 tahun lalu,"Hypermarket bertema Islami yang menyediakan produk kebutuhan sehari-hari yang cukup lengkap dengan harga yang ekonomis. Bangunannya hanya satu lantai, dan di sini juga ada pakaian, sepatu, dan sandal, tapi tidak banyak. Sedangkan di bagian depan/gorro sering diadakan pameran buku dan busana muslim yang cukup besar. Sering juga diadakan event-event lain yang bertema Islami. Di bagian luar ada food court, toko mebel margo murah baru, dan King Barbershop. Ada juga masjid yang cukup besar. Tempat parkirnya juga luas. Di depan juga ada ATM beberapa bank. Tempat ini juga bisa dijangkau dengan bus Batik Solo Trans koridor 2, karena di tepi jalan ada haltenya.",positif,,2
2,Diedit 4 tahun lalu,"Tempat luas, tetapi barang yang di jual kurang lengkap.",negatif,,0
5,6 tahun lalu,Tempat yang nyaman buat belanja . . Murah juga harganya .,positif,,2
5,7 tahun lalu,"Satu satunya Hypermart yang lokasi parkirnya paling luas, dan gratis.

Bagi yang ingin kulakan, disediakan konter khusus.

Konsep mall yang tidak meninggalkan pedagang kecil... jual pakaian, buku, kaca mata... atau pernik2 kecil yg dijual oleh pedagang kecil...

Bagi yang ingin belanja mobil dan motor, juga ada dealer yang punya showroom di hypermart ini.

Bagi yang ingin belanja meja kursi tamu, kasur juga ada.

Yang mau kuliner, juga ada di lokasi ini.

Last but not least... ada masjid yang cukup megah, sehingga bisa menjadi rest area, bagi saudara2 yg berasal dari luar kota.... karena lokasi hypermart ini di pinggir jalan raya utama masuk kota Solo.",positif,,2
5,4 tahun lalu,"Lokasi strategis di pinggir jalan raya, parkir luas dan GRATIS, banyak Stand makanan, sering mengadakan bazar, sering digunakan untuk tempat istirahat saat perjalanan jauh karena ada masjidnya juga",positif,,2
1,3 tahun lalu,"Bintang 1 untuk FUNC CITY
Tolong pihak management goro bisa di perbaiki untuk pelayanan di fun city
Pelayanan setiap mau penukaran tiket beberapa kali ga pernah bisa
Di papan tulisan penukaran tiket maksimal sampai jam 20.00
Dulu mau nukar jam 20.00 gabisa alasan sdh tutup, oke gpp
Trs tempo hari jam 19.40 mau nukar tiket g bs lagi alasan tutup jam 19.30
Skrg mau nukar ga bisa lagi padahal baru jam 19.15 . Alasan tutup jam 19.00 krn ikut kebijakan dari kantor goro assalam
Mbok ya yang jelass. Papan tulisan penukaran tiket tolong diganti klo memang maksimal penukaran jam 19.00 jadi ga bikin emosi sampai berkali2
Kasian anak kecil sampai nangis2 gara2 di php in terus sm pegawenya mo nukar tiket ga bisa2.
Tolong dong yg jelas pelayanannya. Jgn labil",negatif,,0
5,4 tahun lalu,"Parkir mobio luas dan gratis, harga teejangkau, tempat adem dan nyaman, ada troli belanja khusus yg bisa dinaiki anak bahkan dewasa.",positif,,2
5,Diedit 8 tahun lalu,"Hypermarket dengan harga yang murah, sering promo dan juga tidak kalah dengan toko sebelah. Fresh food nya juga bagus, segar dan berkualitas. Pelayanan yang sangat bagus, staff ramah. Ada juga playground untuk anak. Tempat yang luas, nyaman dan dengan barang murah dan lengkap. Foodcourt juga lumayan luas dan makanannya juga enak. Ada masjid besar jadi tidak takut ketinggalan solat walaupun shalat jumat. Masjidnya juga besar dan nyaman. Tempat parkir yang luas untuk mobil maupun motor. Tempatnya pun cukup mudah terlihat dari jalan besar. Overall, tempat ini sangat bagus untuk berbelanja untuk kebutuhan seluruh keluarga.",positif,,2
4,8 tahun lalu,"Tempat parkir luas pasti nyaman
Ada yg membatu saat menaikan belanjaan ke mobil
Persediaan brg dan kebutuhan barang memenuhi harapan
Sistem pembayaran serta antrian cukup baik
Tempat duduk utk menunggu yg belanja kurang..",positif,,2
5,2 tahun lalu,"Suasana belanja disini enak, udah tergolong lengkap lah (walau ada beberapa yg emang gaada). Harganya affordable. Langganan belanja bulanan buat mahasiswa seperti saya.",positif,,2
5,6 tahun lalu,"Tempat yg cukup bagus untuk belanja kebutuhan rumah tangga.
Parkir luas(gratis).
Hanya menyediakan Halal Food.
Masjidnya Besar.
Kamar mandi/toilet cukup banyak dan bersih.",positif,,2
4,4 tahun lalu,"Supermarketnya buka sangat pagi, jam 08.30 sdh melayani pembeli. Parkiran kendaraan gratis dan parkir motor beratap jadi aman dari air hujan. Masjid besar dan bersih. Harga2 standar, service ramah dari pegawainya.",positif,,2
5,3 tahun lalu,"Hypermart yang cukup komplit dan menjadi salah satu pusat perbelanjaan ternama di Solo Raya
Tempatnya luas dengan parkiran yang luas juga
Bersih dan cukup tertata dengan rapi
Lengkap dan komplit dari kebutuhan harian, tempat mainan anak2, food court,  jual beli mobil, Service mobil, masjid yang cukup besar. Mantappp 👍",positif,,2
5,4 tahun lalu,"Aku beberapa kali ke Assalam untuk belanja buah2an segar karena emang di sana nyediain sayur dan buah segar. Tapi dulu pernah aku dpt pengalaman agak mengesankan, pas aku beli beras 5kg, kukira harganya 50an soalnya berasnya berjajar dengan harga 50annya itu, eh ternyata pas nyampe kasir di atas itu, kalo ga salah 85an ribu. Aku sempat kaget dan ngecek ulang dg teliti, walah ternyata emg 85an ribu harganya. Aku aja yg kurang teliti awalnya.

Tp overall seru kok belanja di sini.",positif,,2
5,7 tahun lalu,Tempat favorite karena harga murah. Selalu tersedia makanan olahan dalam piring seharga 5000. Bisa jadi lauk anak kos an. Harga barang yang ditawarkan pun murah dan sesuai dengan anak kos. Tempat nya pun luas. Hanya kurang tertata tapi tetap favorite.,positif,,2
5,4 tahun lalu,"Pusat belanja halal, banyak penjual gamis dan perlengkapan muslim lainnya.
Kemarin abis belanja gamis di salah satu lapak yg ada, nama lapaknya KAYUMANIS. Gamisnya bagus2, kualitas kainnya jg bagus, tp harganya terjangkau... Puas belanja disini",positif,,2
5,4 tahun lalu,"Tetap tempat perbelanjaan yang paling nyaman... Ada masjid, kamar mandi dan tempat wudhu yang terpisah, serta sangat bagus dan nyaman... Semoga tetap bisa mempertahankan bahkan bisa meningkatkan kualitasnya... Semoga Allah mudahkan selalu...",positif,,2
2,4 tahun lalu,"Barang dagangan utk kebutuhan sehari-hari lengkap, harga bersaing, tempatnya juga strategis. Ada pula jajanan gorengan di latar depan yg enak pula rasanya. Belanja disini belum lengkap jika belum beli aneka gorengan & kue-kue.",positif,,2
5,5 tahun lalu,"Lokasi Sangat Strategis
Parkir Sangat Luas gratis
Harga normal, banyak diskon Di weekend
Sering Ada pameran Di dlm hall nya. Pelayanan ramah.
Kasir sigap cepat.",positif,,2
5,7 tahun lalu,Tempat belanja nyaman untuk keluarga dan untuk para mahasiswa mahasiswi. Karena selain barang yang dijual lengkap harga nya pun cukup murah dan terjangkau. Tempatnya pun luas. Tempat parkirannya pun sangatlah luas dan gratis. Didalam juga terdapat tempat main. Serta terdapat juga beberapa lapak yang berjualan jajanan,positif,,2
5,7 tahun lalu,Tempat untuk membeli kebutuhan sehari hari dan berbelanja yang lain,netral,,1
5,6 tahun lalu,"Goro assalam supermarket yg tidak hanya melayani kebutuhan harian anda tapi juga perlengkapan rumah tangga dan hiburan untuk anak2 tercinta, di lengkapi dengan berbagai macam kuliner dan juga latihan menunggang kuda dan memanah. Masjid besar di depan dan bisa untuk umum, serta Parkiran gratis. Anda juga bisa menikmati bazar buku dan baju muslim kalo misal pas Ada event itu. Parkir luas nyaman dan aman untuk anak2",positif,,2
5,7 tahun lalu,"Tempat nyaman dan luas, parkir luas dan gratis, jajanan kaki lima beragam dan tertata dengan rapi, toilet bersih serta terdapat masjid yg nyaman. Bisa sebagai tempat transit bagi pelancong dari arah utara, seperti; Semarang, Salatiga, Boyolali.",positif,,2
5,4 tahun lalu,Parkir sangat luas..baik mobil atau motor..ada masjid besar..sambil belanja tp jg bs sholat berjamaah di masjid goro assalam..ada cuci mobil dan pacuan kuda jg.sip,positif,,2
5,Diedit 8 tahun lalu,"Tempat belanja kebutuhan bulanan yg nyaman dan luas, parkir juga luas, untuk motor parkir gratis. Ada masjid,food court, atm, barber, tempat cuci mobil dan motor. Harga juga cukup bersaing. Sering diadakan bazar buku juga disini 👍👍👍",positif,,2
5,setahun lalu,tempat belanja yang murah..komplit..ramah..nyaman dan aman...fasilitas lengkap..,positif,,2
5,setahun lalu,Cocok buat belanja kebutuha rumah saya sudah berkali kali datang kesini jadi rekommen banget,positif,,2
5,7 tahun lalu,"Terdapat area bermain anak yang murah dan terjangkau, kebutuhan pakaian islami untuk laki-laki, perempuan dari anak-anak hingga dewasa. Hypermartnya lengkap. Terdapat area food court, masjid bersih dan luas, parkir gratis, ada tempat cuci mobil jg. Sering diadakan pameran islamic book fair. Sangat menarik.",positif,,2
4,6 tahun lalu,"Tempat strategis,dipinggir jln &dilewati kendaraan umum BST.
Ada atm (mandiri,bri,bni&atm bersama
Ada masjid besar.
Parkir luas&gratis.
Ada hypermart,arena bermain anak,persewaan otoped,mobil remote,mainan pasir,amy bakery,margo murah,es krim,aneka pakaian,ada jg stand oleh2 soloflossroll.
Ada food cout,di sepanjang pintu masuk ada jg yg jualan aneka makanan%minuman.
Sering ada event2 (bursa mobil,bursa tanaman,bazar buku,bazar pakaian,bazar makanan dll)",positif,,2
4,9 tahun lalu,"Tempat belanja modern  ini konsepnya syariah, walau barang yang dijual juga sama seperti toko-toko modern lain. Jadi konsep bangunan bernuansa dan bermotif timur tengah.  Bangunan hanya 1 lantai, jadi sangat luas. Lokasinya strategis, mudah dicapai. Terletak di jalan utama Solo- Kartasura. Memiliki parkir yang luas . Soal harga barang tidak jauh berbeda dengan toko modern lain.
Fasilitas yang istimewa adalah memilik masjid yang megah dan mewah.",positif,,2
5,6 tahun lalu,"Tempat belanja islami yg nyaman dan aman, parkir gratis, harga lumayan murah, lengkap, luas, sering pameran buku, sangat sering bahkan.
Ada show room mobil juga di parkiran,
Masjidnya luas dan sangat bagus.
Kleuarga kami sering belanja ke sini.",positif,,2
5,6 tahun lalu,"Solo berkuda
Zona berkuda dan memanah untuk kalangan junior juga senior
Sudah benyak event² yang sudah di selenggarakan dan masih bnyak planning untuk kedepan nya
Monggo yang berminat merasakan sensasi berpacu dengan kuda² yg tersedia
Berada di lokasi belakang parkiran motor",positif,,2
5,Diedit 7 tahun lalu,"Masya Allah. Masjidnya besar, nyaman, dan bersih. Lingkungan nyaman dan aman. Ramah"" orang. Ada bazaar produk"" islami seperti herbal, buku - buku agama, fashion muslim baik untuk ikhwan dan akhwat. Kalau orang dari luar kota coba mampir sebentar beristirahat di sini.
Food court nya juga lengkap dan harganya terjangkau.
Masya Allah",positif,,2
5,7 tahun lalu,Tempat sejuk nuansa islami nya berasa jadi tenang saat jalan jalan,positif,,2
5,4 tahun lalu,Tempat belanja yg paling nyaman .....sukses selalu goro assalam,positif,,2
