ulasan,final_text,sentimen,label
"Supermarket terlengkap,
Ada kuliner juga,
Masjidnya gede.
Barber ,..
Parkir nyanluas, plus parkirnya free,
Lengkap pokoknya  ,
Rekomendasi buat yang mau belanja dan nyari kebutuhan apapun hehehehe,
Kebutuhan muslim kaya fasion dan produk halal mulimpah 😊, rekomend pokoknya.",supermarket lengkap kuliner masjid gede barber parkir nyanluas plus parkir free lengkap pokok rekomendasi belanja nyari butuh apa hehehehe butuh muslim kaya fasion produk halal mulimpah rekomend pokok,positif,1
"Lengkap, harganya terjangkau sekali, parkiran luas, banyak tempat makan dan ada masjid juga.",lengkap harga jangkau parkir luas makan masjid,positif,1
"Pusat perbelanjaan keluarga
. menyediakan berbagai macam sembako
. Perlengkapan mandi
. perlengkapan rumah tangga
. Terdapat pameran buku , hijab
. Sekaligus terdapat pameran mobil untuk jual beli mobil
.terdapat masjid yang besar An megaah
.lokasi strategis daerah kampus UMS
.parkir luas
.harga kompetitif
. Pelayanan ramah",pusat belanja keluarga sedia sembako lengkap mandi lengkap rumah tangga pamer buku hijab pamer mobil jual beli mobil masjid an megaah lokasi strategis daerah kampus ums parkir luas harga kompetitif layan ramah,positif,1
Belanja disini salah satu tempat yang favorit. Nyaman buat berbelanja. Tempat juga luas dan barang yang disediakan juga lengkap. Pokoknya puas deh kalo belanja disini,belanja salah favorit nyaman belanja luas barang sedia lengkap pokok puas kalo belanja,positif,1
Kebiasaan sudah tidak pakai masker. Ga bawa masker ya wes pulang ga jadi belanja disitu .  Mungkin manajemen perlu menyiapkan masker apabila ada pengunjung yg lupa ga bawa masker kalau memang mewajibkan pakai. Daripada ga jadi belanja.,biasa pakai masker bawa masker ya wes pulang belanja situ manajemen masker unjung lupa bawa masker wajib pakai belanja,negatif,0
"Luas, pilihan barang beragam, harganya terjangkau. Kadang ada bazaar buku/baju. Stand makanan juga banyak. Oke.",luas pilih barang agam harga jangkau kadang bazaar buku baju stand makan,positif,1
"Assalam Hypermarket merupakan salah satu pusat perbelanjaan yg cukup lama beroperasi di wilayah khususnya kartasura, sukoharjo. Dahulu bernama Goro Assalam dan sekarang telah berganti nama.
Assalam hypermarket cukup bisa diandalkan bagi masyarakat yang ingin membeli kebutuhan bulanan khsusnya saya yang tiap bulan selalu mengandalkan hypermartnya untuk melengkapi kebutuhan bulanan saya.
Lokasinya cukup strategis dan mudah dijangkau dengan kendaraan pribadi ataupun kendaraan umum maupun kendaraan lintas provinsi (bus).
Dari arah solo, bisa berjalan ke arah kartasura, lokasinya tepat setelah POM Bensin mendungan berada di sebelah kanan jalan.
Dari arah jogja maupun boyolali, bisa berjalan menuju arah pabelan.
Untuk transportasi umum, khususnya Bus Batik sudah tersedia halte yang tepat berada di depan lokasi.
Semoga bermanfaat.",assalam hypermarket salah pusat belanja operasi wilayah kartasura sukoharjo nama goro assalam ganti nama assalam hypermarket andal masyarakat beli butuh bulan khsusnya andal hypermartnya lengkap butuh bulan lokasi strategis mudah jangkau kendara pribadi kendara kendara lintas provinsi bus arah solo jalan arah kartasura lokasi pom bensin mendung belah kanan jalan arah jogja boyolali jalan arah pabelan transportasi bus batik sedia halte lokasi moga manfaat,positif,1
Ada tempat untuk permainan anak2. Menjual kebutuhan sehari2. Tersedia atm. Parkir luas. Tersedia masjid. Sering ada bazar buku bazar kerudung baju muslim,main anak jual butuh hari sedia atm parkir luas sedia masjid bazar buku bazar kerudung baju muslim,positif,1
"Masjid nya bersih banget, tempat makannya juga bersih dan rapih",masjid bersih makan bersih rapih,positif,1
"Suka bgt ke goro, udah deket rumah murang* lengkap dan ga bayar parkir lg 😁 apalagi klo pas ada bazarrr.. uhhh surga bgt sampe bingung milih mau beli baju , buku atau belanja bulanan dlu yaa 🤣 foodcourt nya enak*... o iya ada salah satu warung yg sistem bayarnya seikhlas nya... MasyaAllah. Ini keren bgt....",suka banget goro deket rumah murang lengkap bayar parkir pas bazarrr uhhh surga banget sampe bingung milih beli baju buku belanja bulan dlu yaa foodcourt enak iya salah warung sistem bayar ikhlas masyaallah keren banget,positif,1
"Kebutuhan RT lumayan lengkap seperti hypermart dan lottemart..ada ikan segar buah dan sayur segar, baju, furniture dan mebutuhan sehari2 serta elektronik. Yang bawa anak jg bs main di kidsfun..diluar juga ada jajanan enak2..mantap pokoknya.",butuh rt lumayan lengkap hypermart lottemart ikan segar buah sayur segar baju furniture mebutuhan hari elektronik bawa anak main kidsfun luar jajan enak mantap pokok,positif,1
"Paling favorit dan bikin adem tuh bs mlipir ke sini, sejak dr jaman kuliah dulu, kuliner banyak, fashion lengkap, kebutuhan sehari2pun ada..bahkan, bari tau klo skrg free parking (sudh belasan tahun ga kesini), sukses selalu Goro, berkah.. berkah dan berkah always 😊",favorit bikin adem mlipir jaman kuliah kuliner fashion lengkap butuh hari bari tau free parking sudh bas kesini sukses goro berkah berkah berkah always,positif,1
"Swalayan terlengkap dg harga grosir. Hampir semua kebutuhan rumahtangga maupun kebutuhan musafir/pelancong yg sedang melewati akan terpuaskan ada masjid luas, kuliner beragam, jajanan dll",swalayan lengkap harga grosir butuh rumahtangga butuh musafir lancong lewat puas masjid luas kuliner agam jajan dll,positif,1
"Super Market yang Lengkap dengan harga yang ekonomis, luas , longgar, rapi dan bersih.
Parkir Luas, di dalam Komplek ada mesjid yang besar dan bersih,
ada juga area jajanan / makan / warung makan yg lengkap dan bervariatif.",super market lengkap harga ekonomis luas longgar rapi bersih parkir luas komplek mesjid bersih area jajan makan warung makan lengkap variatif,positif,1
"Shopping centre yg kumplit dan murah, didukung food garden yg enak dan beragam, parkir gratis, dan tempat ibadah yg luas. Ditambah area car wash dan permainan anak, memanah dan berkuda, asik bener buat keluarga.",shopping centre kumplit murah dukung food garden enak agam parkir gratis ibadah luas tambah area car wash main anak manah kuda asik bener keluarga,positif,1
"1. Parkir luas dan pastinya GRATIS
2. Jarak antar rak/ etalase lebar jadi gak bakal beedesakan dengan pengunjung lain bahkan untuk jalan 2 arah dengan masing2 bawa troly pun msh longgar
3. Ada fasilitas kursi pijat dengan tarif murah meriah di dalam marketnya jadi buat bapak2 yg mau istirahat karena kecapekan mengikuti alur belanja istri bisa pakai ini haha
4. Kasir super ramah dan loketnya banyak",parkir luas pasti gratis jarak rak etalase lebar beedesakan unjung jalan arah bawa troly longgar fasilitas kursi pijat tarif murah riah marketnya istirahat cape ikut alur belanja istri pakai haha kasir super ramah loket,positif,1
Ada tempat minum susu enak nama nya 2 SUSU,minum susu enak nama susu,positif,1
Lokasinya luaaaassss.. Komplit.. Ada masjid besarnya juga.. Parkir oke.. Tempat makan ok.. Mainan anak ok.. Swalayan ok banget..,lokasi luaaaassss komplit masjid besar parkir makan main anak swalayan,positif,1
"tempat yang nyaman untuk belanja insyaAllah. harga wajar cenderung murah, kalau belanja ada undian mobil setiap setahun sekali. ada kios pedagang yg jual buku, baju muslim juga.",nyaman belanja insyaallah harga wajar cenderung murah belanja undi mobil tahun kios dagang jual buku baju muslim,positif,1
"Yang terkenal dan spesial dari tempat ini adalah event ""islamic solo book fair"" yang diadakan smsebulan atau dua bulan sekali selama 7 hari. Event ini menyediakan berbagai macam diskon untuk item khususnya buku islam dan pakaian",kenal spesial event islamic solo book fair ada smsebulan event sedia diskon item buku islam pakai,positif,1
"Lokasi : strategis berada di jalan raya yang ramai

Parkir : luas, nyaman dan GRATIS

Tempat : bersih, tertata bagus dan rapi

Fasilitas lain : mushola, toilet, tempat bermain anak, toko buku, foodcourt, barbershop, cuci mobil, jual mobil

Barang yang dijual : banyak variasinya, harganya pun tergolong menarik, banyak promo dan bisa tukar kupon hadiah yang akan diundi nantinya",lokasi strategis jalan raya ramai parkir luas nyaman gratis bersih tata bagus rapi fasilitas mushola toilet main anak toko buku foodcourt barbershop cuci mobil jual mobil barang jual variasi harga golong tarik promosi tukar kupon hadiah undi,positif,1
"(+) lengkap, luas, banyak buah, ada troli, bisa beli barang langsung pack gitu, harga terjangkau, parkir motor dan toilet gratis
(-) banyak kardus (ada isinya) ditumpuk di area belanja",lengkap luas buah troli beli barang langsung pack harga jangkau parkir motor toilet gratis kardus isi tumpuk area belanja,positif,1
"Praktis banget kalo ke sini.. Motor atau mobil bisa kita cucikan di samping tempat parkir goro.. While.. Kita nunggu cucian seleSai sambil shopping. Hehe... Trrus kalo waktu sholat tiba,  tinggal cuss ke masjid nya ada deket situh. Duit bisa ambil di ATM berada paling depan saat masuk gerbang goro assalam. Kalo laper,  ada food court di samping goro.  Enak khan.. Yuk yess..",praktis kalo motor mobil cuci samping parkir goro while nunggu cuci selesai shopping hehe trrus kalo sholat tinggal cuss masjid deket situh duit ambil atm masuk gerbang goro assalam kalo laper food court samping goro enak khan yuk yess,positif,1
"Sering kesini karena ada pameran buku murah, lain kali saya foto. Parkir gratis, ada dealer & tempat cuci mobil, food court mantap, swalayan lumayan lengkap & pelayanan oke.

Sukses terus Assalam Hypermarket !",kesini pamer buku murah kali foto parkir gratis dealer cuci mobil food court mantap swalayan lumayan lengkap layan sukses assalam hypermarket,positif,1
"Tempat belanja yang lumayan lengkap untuk kebutuhan sehari-hari. Sayur, buah, sembako, alat kebersihan, pakaian, dll. Ada masjid besar, parkir luas dan gratis.",belanja lumayan lengkap butuh hari sayur buah sembako alat bersih pakai dll masjid parkir luas gratis,positif,1
"Tempatnya luas.. parkirannya jg luas & gratis.. Harganya standar.. Selain tmpt belanja kebutuhan sehari2, ada jg kajian yg diadakan minggu pagi di masjid Assalam.. Selain itu sering diadakan event2..",tempat luas parkir luas gratis harga standar belanja butuh hari kaji ada minggu pagi masjid assalam ada event,positif,1
"Termasuk swalayan yg lengkap dan luas, ada juga fresh food. Sering ada pameran juga pameran gamis, buku, dll. Di luar bangunan juga banyak jajanan. Parkiran luas",swalayan lengkap luas fresh food pamer pamer gamis buku dll bangun jajan parkir luas,positif,1
Lengkap dan harga murah,lengkap harga murah,positif,1
"Kami kalau belanja bulanan selalu disini, Alhamdulillah tempatnya luas dan nyaman, harga lebih murah dibanding hypermarket yg lain, parkiran luas dan gratis pula..,
cuman disituasi pandemi sekarang ini mohon ada pembatasan tegas untuk pengunjung yg membawa anak kecil, kasihan anak2 disini masih bebas ngapa2in, padahal mereka baiknya dirumah saja..,
Di Hypermarket yg lain dan mall2 yg sudah buka, anak kecil tegas dilarang masuk dan keamanan selalu keliling kontrol pengunjung agar selalu tertib pakai masker.,
Mohon bisa dijadikan evaluasi, tks..,",belanja bulan alhamdulillah tempat luas nyaman harga murah banding hypermarket parkir luas gratis cuman situasi pandemi mohon batas unjung bawa anak kasihan anak bebas ngapain baik rumah hypermarket mall buka anak larang masuk aman keliling kontrol unjung tertib pakai masker mohon jadi evaluasi terima kasih,positif,1
"Kalau belanja bulanan bagus di sini, mbatheni wong Islam. Tempat luas, parkir luas, nyaman juga. Bisa juga belanja peralatan untuk laki-laki: pertukangan, pengelasan, kunci-kunci, listrik, dll.",belanja bulan bagus mbatheni islam luas parkir luas nyaman belanja alat laki laki tukang kelas kunci kunci listrik dll,positif,1
"tempatnya luas, cukup lengkap, harganya juga terhitung murah",tempat luas lengkap harga hitung murah,positif,1
"Tempat yang menyenangkan, banyak fasilitasnya seperti masjid besar, tempat bermain untuk anak, dan hypermarket. Ditambah lagi sedang ada pameran di sana, buruan datang, pameran buka sampai besok Sabtu, 13 Oktober 2018 sampai jam 9 malam",senang fasilitas masjid main anak hypermarket tambah pamer buru pamer buka besok sabtu oktober jam malam,positif,1
"Bismillah
Assalamualaikum warahmatullahi wa barakatuh
Assalaam Hypermarket tempat atau pasar yang sangat luas, halaman luas parkir luas lengkap ada masjid besarnya . . Sering dipakai untuk acara muslim fair . . Jadi tempat favorit mencari barang dan baju2 syari disini saat muslim fair . . Ada juga dihalaman depan dipakai untuk jual beli mobil, bagus bagus mobil yang dijual . . Bagian belakang tempat jual sayur dan buah-buahan,

Dulu ada juga tempat pencucian helm, depan gedung persis banyak kuliner yang sangat sedap dan mantab

Buku buku

Good ... favorit

Wassalamu'alaikum warahmatullahi wa barakatuh
Semoga bermanfaat",bismillah assalamualaikum warahmatullahi wa barakatuh assalaam hypermarket pasar luas halaman luas parkir luas lengkap masjid besar pakai acara muslim fair favorit cari barang baju syar muslim fair halaman pakai jual beli mobil bagus bagus mobil jual jual sayur buah buah cuci helm gedung persis kuliner sedap mantab buku buku good favorit wassalamu alaikum warahmatullahi wa barakatuh moga manfaat,positif,1
LENGKAP MULAI DARI SEMBAKO BAJU ALAT DAPUR ELEKTRONIK DAN ADA WAHANA MAINAN BUAT PARA BUNDA YANG PUNYA ANAK ANAK,lengkap sembako baju alat dapur elektronik wahana main bunda anak anak,positif,1
"Tempatnya nyaman, parkir luas dan gratis, harga di supermarket nya murah, kuliner juga komplit. Ada masjid besar. Akses jalan mudah. Saya senang disini karena tidak terlalu ramai dan naik turun.",tempat nyaman parkir luas gratis harga supermarket murah kuliner komplit masjid akses jalan mudah senang ramai turun,positif,1
"Nyaman ga takut paper Krn ada stand makanan komplit, ibadah ada masjid yg besar, soal harga jangan takuttt...",nyaman takut paper stand makan komplit ibadah masjid harga takuttt,positif,1
"Bukan termasuk mall sebenarnya, tapi tempat ini merupakan salah satu pusat perbelanjaan yang ramai dikunjungi masyarakat khususnya area Solo/Sukoharjo. Mulai dari kebutuhan rumah tangga sampai fashion ada disini. Jika pengunjung datang kesini membawa anak-anak, mereka juga tidak perlu khawatir jika anak mulai rewel karena disini juga ada arena bermain yang bisa dimainkan cukup dengan membeli koin di kasir.",mall salah pusat belanja ramai kunjung masyarakat area solo sukoharjo butuh rumah tangga fashion unjung kesini bawa anak anak khawatir anak rewel arena main main beli koin kasir,positif,1
"Tempatnya tenang, klo masuk waktu sholat akan ada info utk sholat berjamaah 👍👍. Ddalamnya ada arena bermain anak, stand"" toko pakaian muslim dan jg swalayan. Pelayanan ramah.",tempat tenang masuk sholat info sholat jamaah ddalamnya arena main anak stand toko pakai muslim swalayan layan ramah,positif,1
"Tenpat belanja yang lengkap dan terdekat dari kartosuro, islami dan menyediakan keperluan sehari-hari. Tersedia hall untuk pameran dan outlet bagi umkm. Di sini tersedia Masjid untuk tempat sholat bagi semua muslim yang berada di sekitar Mypermart da lokasinya di dalam lingkungan. Kalau mencar Mobil bekas, di halaman perkirnya tersedia showroom mobil bekar nerbagai merk. Jadi butuh apapun di sini bisa didapatkan. Selamat berbelanja",tenpat belanja lengkap dekat kartosuro islami sedia perlu hari sedia hall pamer outlet umkm sedia masjid sholat muslim mypermart da lokasi lingkung mencar mobil bekas halaman kir sedia showroom mobil bekar nerbagai merk butuh apa dapat selamat belanja,positif,1
"Yang berkesan disini g cuman tempat belanjanya yang luas, tapi juga masjid yang gede, nyaman, dan terpisah dari tempat belanjaan, jadi ibarat habis mikir dunia trus mikir akhirat hheee. Untuk ukuran hypermarket yg pernah gw kunjungin...ini yg 'most wanted'",kesan cuman belanja luas masjid gede nyaman pisah belanja habis mikir dunia trus mikir akhirat hheee ukur hypermarket kunjungin most wanted,positif,1
"Deket dengan WULING AJM SOLO PABELAN.

Dealer resmi penjualan merk Wuling, Brand Global dari China yg memiliki pabrik di Cikarang Bekasi Indonesia, sama seperti Mitsubishi dan Suzuki yang menjadi satu di kawasan industri Delta Mas.

Memiliki berbagai macam model dgn harga yang terjangkau mulai 150 jutaan (Formo, Confero), 200 jutaan (Cortez, Almaz SE), dan 300 jutaan (Almaz, Almaz RS) sangat cocok buat meningkatkan kebanggaan masyarakat Solo.

Silakan beli disini, lebih dekat dengan anda dalam kemudahan pelayanannya.",deket wuling ajm solo pabelan dealer resmi jual merk wuling brand global china milik pabrik cikarang bekas indonesia mitsubishi suzuki kawasan industri delta mas milik model harga jangkau juta formo confero juta cortez almaz juta almaz almaz rs cocok tingkat bangga masyarakat solo sila beli mudah layan,positif,1
"Tempat favorite anak saya nongkrong alias maen .bisa maen mobil2lan , atau maen pake koin yang murce 1000 perak.parkiran luas ada masjidnya .dan ada juga tempat untukk cuci mobil.recomend buat belanja bulanan yang bawa anak .karena playground disini gak mahal.",favorite anak nongkrong alias maen maen mobillan maen pake koin murce perak parkir luas masjid untukk cuci mobil recomend belanja bulan bawa anak playground mahal,positif,1
"Tempatnya cukup untuk dikunjungi ratusan konsumen. Luas dan menyediakan berbagai macam kebutuhan rumah tangga. Apalagi parkiran juga luas, jadi, lalu lalang konsumen cukup leluasa.",tempat kunjung ratus konsumen luas sedia butuh rumah tangga parkir luas lalang konsumen leluasa,positif,1
"Murah , lengkap .nyaman ,aman  , parkir gratis lagi .luar biasa ....retail,juga grosir/utk pedagang . .....sayur ,daging ,ikan .beras.telur .gula ,teh  dlsb ,,furniture .mobil .pakaian ...aku bilang terlengkaplah ..cocok utk klas menengah kebawah ...tapi aku heran ya kok ga ada chines nya ya .....baik personll dan pengunjungnya ...gak ktemu tuh ...",murah lengkap nyaman aman parkir gratis retail grosir dagang sayur daging ikan beras telur gula teh dlsb furniture mobil pakai bilang lengkap cocok klas tengah bawah heran ya chines ya personll unjung ktemu,positif,1
"Sering ada pameran buku dan fashion muslim murah disini. Masjidnya dekat, besar dan bersih. Parkirnya luas dan gratis. Ada food court dan bermacam arena main anak.",pamer buku fashion muslim murah masjid bersih parkir luas gratis food court arena main anak,positif,1
"Favorit buat belanja bulanan.  Tempat e luas semuanya ada keperluan semua nya ada disini,  harganya terjangkau dan ada mainan anak anak nyaa juga disini yaa meskipun banyak juga org dewasanya yang ikutan main. Disini selalu gak ketinggalan buat beli buah karena buah nya masih seger segee",favorit belanja bulan luas perlu harga jangkau main anak anak nyaa yaa org dewasa ikut main tinggal beli buah buah seger segee,positif,1
"Kalau kamu anak kos dan pengen hemat, belanja disini aja. Bikin member biar kecipratan banyak promo. Harganya bersaing sama toko-toko lain. Belanja bulanan disini kalau aku pribadi ngabisin kisaran 100-150K: sabun, sampo, deterjen, snack, pembalut, dkk...",anak kos ken hemat belanja bikin member ciprat promosi harga saing toko toko belanja bulan pribadi ngabisin kisar sabun sampo deterjen snack balut dkk,positif,1
Jelek bgt attitude pegawainya,jelek banget attitude pegawai,negatif,0
"(+) Lengkap banget segala kebutuhan ada
(+) Mall terdekat dan termurah bagi mahasiswa
(+) Ada buah dan sayur segar
(+) Ada ikan segar
(+) Ada wahana permainan anak
(+) Kasirnya banyak
(+) Ada booth menjual aneka pernak pernik",lengkap butuh mall dekat murah mahasiswa buah sayur segar ikan segar wahana main anak kasir booth jual aneka pernak pernik,positif,1
"Bagus bgtt disini, pelayanan cepet, admin nya ramah bgt. Banyak diskon disini",bagus bgtt layan cepet admin ramah banget diskon,positif,1
Melihat pametan buku dan fashion muslim d Goro Asaalam acara tahunan yg diadakan Goro. Akgirnya belu buku Amalan2 yg dicintai Allah karangan Ustad Abduss Shomad. Bukunya cukup bagus. Acara cukup meriah dan tak lupa mampir makan pecel pincuk madiun di Goro food. Salut atas acara ini semoga tiap tahun selalu meningkat kualitasnya,pametan buku fashion muslim goro asaalam acara tahun ada goro akgirnya belu buku amal cinta allah karang ustad abduss shomad buku bagus acara riah lupa mampir makan pecel pincuk madiun goro food salut acara moga tingkat kualitas,positif,1
"Lengkap, murah, ada wahana permainan anak anak, ada rumah makan enak enak.
Parkir luas. Dan yg istimewa, ada masjid dengan imam yg suaranya menyejukkan.",lengkap murah wahana main anak anak rumah makan enak enak parkir luas istimewa masjid imam suara sejuk,positif,1
"Tempat bagus dan nyaman untuk belanja, namun sayang nya kita harus muter nyari tempat parkiran,dan bagi yg pertama kesana pasti akan sedikit kebingungan, namun sudah ada security yg akan mengarah kan,dan juga tempat ibadahnya nyaman banget dan ada loker untuk menyimpan barang-barang kita",bagus nyaman belanja sayang muter nyari parkir kesana bingung security arah ibadah nyaman loker simpan barang barang,positif,1
"tempat untuk menghibur diri yang cukup nyaman..,
sambil menunggu ibu belanja kebutuhan rumah, bapak bisa nemenin anaknya maen di play child..,
slesai ibu belanja, smuanya bisa bareng2 menikmati kuliner di foodcenter-nya..,
pokoknya kumplit dah...",hibur nyaman tunggu belanja butuh rumah nemenin anak maen play child slesai belanja smuanya bareng nikmat kuliner foodcenter pokok kumplit,positif,1
"Masjid yg bagus, pelayanan dn parkir yg cukup luas. Tapi Mohon, mohon sekali dengan sangat.. utk Harga nya jangan terlalu Expensive for mahasiswa cost! 😣😒
Terimakasih wassalamu'alaikum.",masjid bagus layan dn parkir luas mohon mohon harga expensive for mahasiswa cost terimakasih wassalamu alaikum,negatif,0
"Kpd Bos Assalam hypermarket yg terhormat, Sangat disayangkan dan cukup kecewa, beli buah plum pada busuk semua, beli paket buah juga pada busuk, tlg dong buah yg ndak layak dimakan jgn dijual, kasihan yg beli😥😥😥😥#konsumenassalamhipermarket solo #goroassalam",kpd bos assalam hypermarket hormat sayang kecewa beli buah plum busuk beli paket buah busuk tlg buah ndak layak makan jgn jual kasihan beli solo,negatif,0
Sudah bagus. Tempatnya bersih dan nyaman. Hanya saja utk masjid tempat masuk laki laki dan perempuan blom di pisah. Selain itu tabir batas antar jamaah laki dan perempuan juga masih pendek.,bagus tempat bersih nyaman masjid masuk laki laki perempuan pisah tabir batas jamaah laki perempuan pendek,positif,1
Lumayan lengkap. Bisa jadi rujukan kalo lagi males ke solo kota. Dan kalo butuh sayur dadakan. Harga lumayan terjangkau. Oiyaa stand pakaian muslim juga cantik²,lumayan lengkap rujuk kalo males solo kota kalo butuh sayur dada harga lumayan jangkau oiyaa stand pakai muslim cantik,positif,1
"Sering ada event bazaar buku dan busana muslim yang komplit. Arena bermain anak2 walau kecil namun ckp lengkap dan murah, 1K per koin. Ada juga bursa mobkas",event bazaar buku busana muslim komplit arena main anak ckp lengkap murah koin bursa mobkas,positif,1
"Supermarket yg suasananya Islami, pelayanan baik, sering ada bazar buku & fashion yg memudahkan utk membeli buku2/fashion. Akhir2 ini jg ada bazar  biro2 umroh & bazar properti. Ada masjid yg besar, stand makanan, dan permainan utk anak jg.",supermarket suasana islami layan bazar buku fashion mudah beli buku fashion bazar biro umroh bazar properti masjid stand makan main anak,positif,1
"Tempat berbelanja yang nyaman, menyediakan kebutuhan harian dan keperluan lain. Pelayanan ramah. Parkir luas dan free.",belanja nyaman sedia butuh hari perlu layan ramah parkir luas free,positif,1
"""Goro Asalam"" ini, boleh dikatakan mall berciri khas Islam. Lokasinya besar dan luas, berada di tepi jalan raya Semarang Solo yang ramai dan padat. Dekat kampus UMS, tetapi bersebelahan dengan Rumah Sakit Islam Muhamadiyah, jalan menuju ke Kerten. Barang-barang yang ditawarkan lengkap, dari sembako sampai ke busana, kuliner, dan elektronik. Di sini juga sering diselenggarakan event-event besar, misalnya seminar, pameran buku, pameran komputer, dan lain-lain. Buka setiap hari dan pengunjungnya banyak.",goro asalam mall cir khas islam lokasi luas tepi jalan raya semarang solo ramai padat kampus ums bahan rumah sakit islam muhamadiyah jalan kerten barang barang tawar lengkap sembako busana kuliner elektronik selenggara event event seminar pamer buku pamer komputer buka unjung,positif,1
"Lumayan lengkap supermarketnya, tapi ada perubahan tempat barang-barang, jadi yang udah terbiasa ke sana mungkin harus ngafalin tempatnya lagi. Parkir gratis, ada banyak kucing jugaa",lumayan lengkap supermarket ubah barang barang biasa ngafalin tempat parkir gratis kucing jugaa,positif,1
"Harga barang nya cukup murah, ada mamber khusus untuk diskon kalo mau di jual kembali.
Parkiranya luas
Masjidnya gedhe banget.
Ada taman bermainya.
Biasa buat belanja mebel",harga barang murah mamber khusus diskon kalo jual parkiranya luas masjid gedhe taman berma belanja mebel,positif,1
"Lengkap sih, luas sih, murah juga. Tapi selalu kepanasan kalo belanja kesitu.
Paling sebel kalo lagi ada bazaar yg makan parkiran, sebelnya ampe ubun"" 😖😖",lengkap luas murah panas kalo belanja kesitu sebel kalo bazaar makan parkir sebel ampe ubun,negatif,0
"Melanja mudah, murah dan berkah.",lanja mudah murah berkah,positif,1
"Tempet belanja yg lengkap,bisa belanja krbutuhan sehari-hari,kuliner banyak warung makan ada soto giyem,stik.bebek pak s lamet dll,furniture,istirahat sholat karena ada masjid yg besar n parkiran luas juga ada bursa jual beli mobil pokoknya lengkap",tempet belanja lengkap belanja krbutuhan hari kuliner warung makan soto giyem stik bebek lamet dll furniture istirahat sholat masjid parkir luas bursa jual beli mobil pokok lengkap,positif,1
"Hypermarket ini adalah hypermarket yg lengkap dan murah dr peralatan rumah tangga,baju,sepatu,buah,daging,ikan,camilan"" Dll ada dan harganya beda dgn yg lain lebih murah disini kadang ditempat ini ada pameran-pameran,ada showroom mobil jg,tempat parkir luas,masjidnya jg besar,kalau nggak salah ada tempat berkudanya juga",hypermarket hypermarket lengkap murah alat rumah tangga baju sepatu buah daging ikan camil dll harga beda murah kadang tempat pamer pamer showroom mobil parkir luas masjid salah kuda,positif,1
"Tempat belanja dengan harga terjangkau. Disini juga menjual baju2 dengan model kekinian. Walaupun mall ini belum begitu ramai. Tapi, aku rekomendasiin buat kalian yanga mau belanja bulanan dengan harga yang terjangkau. Foodcurt disini juga enak2 masakannya ga kalah sama mall2 lain",belanja harga jangkau jual baju model kini mall ramai rekomendasiin yanga belanja bulan harga jangkau foodcurt enak masakan kalah mall,positif,1
"Parkir gratis dan area parkir luas,meskipun gratis tetap aman karena ada karcis parkirnya.harga juga murah dan isi komplit banyak pilihan,sering ada event yang menghibur dan menarik terutama untuk anak-anak seperti event lumba-lumba yang belum lama ini ada.lokasinya juga terletak dipinggir jalan raya sehingga mudah terlihat.",parkir gratis area parkir luas gratis aman karcis parkir harga murah isi komplit pilih event hibur tarik anak anak event lumba lumba lokasi letak pinggir jalan raya mudah,positif,1
"Tempat berbelanja kebutuhan rumah tangga yg cukup lengkap denga harga yg lebih bersaing dibandingkan hypermarket lain.Tersedia fasilitas yg cukup memadai termasuk  masjid ,tempat parkir dan tempat kuliner setempat.Juga terdapat tempat jual beli mobil bekas di area parkir dengan banyak pilihan.Tempat ini menjadi pusat kegiatan ekonomi dan kegiatan keislaman di area Kartosuro.",belanja butuh rumah tangga lengkap denga harga saing banding hypermarket sedia fasilitas pada masjid parkir kuliner jual beli mobil bekas area parkir pilih pusat giat ekonomi giat islam area kartosuro,positif,1
"Lengkap deh jenis produk yang dijual, disini dijual pula busana dan alas kaki yang murah dan didiskon hingga 50%. Ada toko buku juga. Ada toko roti. Ada tempat permainan dingdong. Disamping mall ada banyak warung makanan. Parkirnya gratis.....",lengkap jenis produk jual jual busana alas kaki murah diskon toko buku toko roti main dingdong samping mall warung makan parkir gratis,positif,1
"Pusat perbelanjaan buat para muslimin di solo nih. Cocok banget. Suasana yang Islami apalagi kalau ngepasi ada bazar buku murah disana dan acara kajian. Ayo-ayo, wujudkan kebangkitan ekonomi umat muslim dengan belanja di Assalaam Hypermarket. Keuntungan dari hasil perbelanjaan kalian akan disalurkan kepada pihak yang membutuhkan.",pusat belanja muslimin solo cocok suasana islami ngepasi bazar buku murah sana acara kaji ayo ayo wujud bangkit ekonomi umat muslim belanja assalaam hypermarket untung hasil belanja salur butuh,positif,1
"Komplit, harga barang1nya lebih murah dibanding toko grosir lain semacam Lottemart. Plus di waktu1 tertentu banyak promo1 & diskon. Plus lagi klo punya kartu pedagang harganya ada diskon lagi",komplit harga barang murah banding toko grosir lottemart plus promosi diskon plus kartu dagang harga diskon,positif,1
"Mantap, tanggal 21 des 2022 jam 09.53 WIB belum buka, padahal di web tertulis buka jam 08.00 WIB. Percuma ngunggulin kesan Islami tapi kualitas manajemen operasionalnya kek gini.",mantap tanggal des jam wib buka web tulis buka jam wib ngunggulin kesan islami kualitas manajemen operasional kek gin,negatif,0
